relative_compactness,surface_area,wall_area,roof_area,overall_height,glazing_area,cooling_load,surface_wall_ratio,height_surface_interaction,log_cooling_load,high_glazing,orientation_3,orientation_4,orientation_5,glazing_area_dist_1,glazing_area_dist_2,glazing_area_dist_3,glazing_area_dist_4,glazing_area_dist_5
0.71,710.5,269.5,220.5,3.5,0.25,15.57,2.6363636363636362,2486.75,2.8075938314384716,0,False,True,False,False,False,True,False,False
0.71,710.5,269.5,220.5,3.5,0.25,14.94,2.6363636363636362,2486.75,2.768831673362069,0,False,False,True,False,False,True,False,False
0.69,735.0,294.0,220.5,3.5,0.25,14.92,2.5,2572.5,2.767576180416237,0,False,False,False,False,False,True,False,False
0.69,735.0,294.0,220.5,3.5,0.25,14.38,2.5,2572.5,2.733067964077498,0,True,False,False,False,False,True,False,False
0.69,735.0,294.0,220.5,3.5,0.25,15.44,2.5,2572.5,2.7997173896280336,0,False,True,False,False,False,True,False,False
0.69,735.0,294.0,220.5,3.5,0.25,15.17,2.5,2572.5,2.7831576735890153,0,False,False,True,False,False,True,False,False
0.66,759.5,318.5,220.5,3.5,0.25,15.53,2.3846153846153846,2658.25,2.8051769118329326,0,False,False,False,False,False,True,False,False
0.66,759.5,318.5,220.5,3.5,0.25,15.8,2.3846153846153846,2658.25,2.8213788864092133,0,True,False,False,False,False,True,False,False
0.66,759.5,318.5,220.5,3.5,0.25,16.14,2.3846153846153846,2658.25,2.8414149131696336,0,False,True,False,False,False,True,False,False
0.66,759.5,318.5,220.5,3.5,0.25,16.26,2.3846153846153846,2658.25,2.848391685655282,0,False,False,True,False,False,True,False,False
0.64,784.0,343.0,220.5,3.5,0.25,19.87,2.2857142857142856,2744.0,3.0383127210891097,0,False,False,False,False,False,True,False,False
0.64,784.0,343.0,220.5,3.5,0.25,20.03,2.2857142857142856,2744.0,3.0459499897146083,0,True,False,False,False,False,True,False,False
0.64,784.0,343.0,220.5,3.5,0.25,20.46,2.2857142857142856,2744.0,3.0661907372025525,0,False,True,False,False,False,True,False,False
0.64,784.0,343.0,220.5,3.5,0.25,20.28,2.2857142857142856,2744.0,3.0577676644734435,0,False,False,True,False,False,True,False,False
0.62,808.5,367.5,220.5,3.5,0.25,14.89,2.2,2829.75,2.7656899805486246,0,False,False,False,False,False,True,False,False
0.62,808.5,367.5,220.5,3.5,0.25,14.96,2.2,2829.75,2.7700855920216627,0,True,False,False,False,False,True,False,False
0.62,808.5,367.5,220.5,3.5,0.25,14.89,2.2,2829.75,2.7656899805486246,0,False,True,False,False,False,True,False,False
0.62,808.5,367.5,220.5,3.5,0.25,14.35,2.2,2829.75,2.731115474033206,0,False,False,True,False,False,True,False,False
0.98,514.5,294.0,110.25,7.0,0.25,29.61,1.75,3601.5,3.421326752957321,0,False,False,False,False,False,False,True,False
0.98,514.5,294.0,110.25,7.0,0.25,29.59,1.75,3601.5,3.420673158162812,0,True,False,False,False,False,False,True,False
0.98,514.5,294.0,110.25,7.0,0.25,30.19,1.75,3601.5,3.440097530619712,0,False,True,False,False,False,False,True,False
0.98,514.5,294.0,110.25,7.0,0.25,30.12,1.75,3601.5,3.4378506993101907,0,False,False,True,False,False,False,True,False
0.9,563.5,318.5,122.5,7.0,0.25,32.12,1.7692307692307692,3944.5,3.500137329517059,0,False,False,False,False,False,False,True,False
0.9,563.5,318.5,122.5,7.0,0.25,37.12,1.7692307692307692,3944.5,3.6407390787860012,0,True,False,False,False,False,False,True,False
0.9,563.5,318.5,122.5,7.0,0.25,36.16,1.7692307692307692,3944.5,3.6152329139456376,0,False,True,False,False,False,False,True,False
0.9,563.5,318.5,122.5,7.0,0.25,33.16,1.7692307692307692,3944.5,3.531055368920369,0,False,False,True,False,False,False,True,False
0.86,588.0,294.0,147.0,7.0,0.25,29.45,2.0,4116.0,3.416085994155906,0,False,False,False,False,False,False,True,False
0.86,588.0,294.0,147.0,7.0,0.25,34.19,2.0,4116.0,3.5607619513334936,0,True,False,False,False,False,False,True,False
0.86,588.0,294.0,147.0,7.0,0.25,33.93,2.0,4116.0,3.5533460588187404,0,False,True,False,False,False,False,True,False
0.86,588.0,294.0,147.0,7.0,0.25,28.31,2.0,4116.0,3.377928754722801,0,False,False,True,False,False,False,True,False
0.82,612.5,318.5,147.0,7.0,0.25,26.3,1.9230769230769231,4287.5,3.306886702190914,0,False,False,False,False,False,False,True,False
0.82,612.5,318.5,147.0,7.0,0.25,29.43,1.9230769230769231,4287.5,3.4154289639088797,0,True,False,False,False,False,False,True,False
0.82,612.5,318.5,147.0,7.0,0.25,28.76,1.9230769230769231,4287.5,3.393165209964891,0,False,True,False,False,False,False,True,False
0.82,612.5,318.5,147.0,7.0,0.25,27.34,1.9230769230769231,4287.5,3.3442742342625342,0,False,False,True,False,False,False,True,False
0.79,637.0,343.0,147.0,7.0,0.25,36.26,1.8571428571428572,4459.0,3.6179203651734424,0,False,False,False,False,False,False,True,False
0.79,637.0,343.0,147.0,7.0,0.25,45.48,1.8571428571428572,4459.0,3.8390221125436557,0,True,False,False,False,False,False,True,False
0.79,637.0,343.0,147.0,7.0,0.25,44.16,1.8571428571428572,4459.0,3.810211739281461,0,False,True,False,False,False,False,True,False
0.79,637.0,343.0,147.0,7.0,0.25,37.26,1.8571428571428572,4459.0,3.644404964012107,0,False,False,True,False,False,False,True,False
0.76,661.5,416.5,122.5,7.0,0.25,37.2,1.588235294117647,4630.5,3.6428355156125294,0,False,False,False,False,False,False,True,False
0.76,661.5,416.5,122.5,7.0,0.25,36.76,1.588235294117647,4630.5,3.6312503412773,0,True,False,False,False,False,False,True,False
0.76,661.5,416.5,122.5,7.0,0.25,37.05,1.588235294117647,4630.5,3.6389010843076948,0,False,True,False,False,False,False,True,False
0.76,661.5,416.5,122.5,7.0,0.25,37.51,1.588235294117647,4630.5,3.6509179478268177,0,False,False,True,False,False,False,True,False
0.74,686.0,245.0,220.5,3.5,0.25,14.92,2.8,2401.0,2.767576180416237,0,False,False,False,False,False,False,True,False
0.74,686.0,245.0,220.5,3.5,0.25,15.24,2.8,2401.0,2.787477334733532,0,True,False,False,False,False,False,True,False
0.74,686.0,245.0,220.5,3.5,0.25,15.03,2.8,2401.0,2.7744619666214616,0,False,True,False,False,False,False,True,False
0.74,686.0,245.0,220.5,3.5,0.25,15.35,2.8,2401.0,2.794227897343262,0,False,False,True,False,False,False,True,False
0.71,710.5,269.5,220.5,3.5,0.25,14.67,2.6363636363636362,2486.75,2.7517480563679295,0,False,False,False,False,False,False,True,False
0.71,710.5,269.5,220.5,3.5,0.25,15.09,2.6363636363636362,2486.75,2.7781979610042917,0,True,False,False,False,False,False,True,False
0.71,710.5,269.5,220.5,3.5,0.25,15.2,2.6363636363636362,2486.75,2.785011242238338,0,False,True,False,False,False,False,True,False
0.71,710.5,269.5,220.5,3.5,0.25,15.64,2.6363636363636362,2486.75,2.8118094353930627,0,False,False,True,False,False,False,True,False
0.69,735.0,294.0,220.5,3.5,0.25,15.37,2.5,2572.5,2.7954503913830435,0,False,False,False,False,False,False,True,False
0.69,735.0,294.0,220.5,3.5,0.25,15.73,2.5,2572.5,2.8172035149987327,0,True,False,False,False,False,False,True,False
0.69,735.0,294.0,220.5,3.5,0.25,15.83,2.5,2572.5,2.8231630082027146,0,False,True,False,False,False,False,True,False
0.69,735.0,294.0,220.5,3.5,0.25,16.13,2.5,2572.5,2.8408313123360287,0,False,False,True,False,False,False,True,False
0.66,759.5,318.5,220.5,3.5,0.25,15.95,2.3846153846153846,2658.25,2.830267833826459,0,False,False,False,False,False,False,True,False
0.66,759.5,318.5,220.5,3.5,0.25,15.59,2.3846153846153846,2658.25,2.808800104202353,0,True,False,False,False,False,False,True,False
0.66,759.5,318.5,220.5,3.5,0.25,16.17,2.3846153846153846,2658.25,2.843163674909384,0,False,True,False,False,False,False,True,False
0.66,759.5,318.5,220.5,3.5,0.25,16.14,2.3846153846153846,2658.25,2.8414149131696336,0,False,False,True,False,False,False,True,False
0.64,784.0,343.0,220.5,3.5,0.25,19.65,2.2857142857142856,2744.0,3.027715319407042,0,False,False,False,False,False,False,True,False
0.64,784.0,343.0,220.5,3.5,0.25,19.76,2.2857142857142856,2744.0,3.033028058297688,0,True,False,False,False,False,False,True,False
0.64,784.0,343.0,220.5,3.5,0.25,20.37,2.2857142857142856,2744.0,3.0619880693310564,0,False,True,False,False,False,False,True,False
0.64,784.0,343.0,220.5,3.5,0.25,19.9,2.2857142857142856,2744.0,3.039749158970765,0,False,False,True,False,False,False,True,False
0.62,808.5,367.5,220.5,3.5,0.25,15.41,2.2,2829.75,2.7978909051019993,0,False,False,False,False,False,False,True,False
0.62,808.5,367.5,220.5,3.5,0.25,15.56,2.2,2829.75,2.8069901489571136,0,True,False,False,False,False,False,True,False
0.62,808.5,367.5,220.5,3.5,0.25,15.07,2.2,2829.75,2.776954179749421,0,False,True,False,False,False,False,True,False
0.62,808.5,367.5,220.5,3.5,0.25,15.38,2.2,2829.75,2.7960610784249234,0,False,False,True,False,False,False,True,False
0.98,514.5,294.0,110.25,7.0,0.25,29.53,1.75,3601.5,3.4187098067467865,0,False,False,False,False,False,False,False,True
0.98,514.5,294.0,110.25,7.0,0.25,29.77,1.75,3601.5,3.4265401893339504,0,True,False,False,False,False,False,False,True
0.98,514.5,294.0,110.25,7.0,0.25,30.0,1.75,3601.5,3.4339872044851463,0,False,True,False,False,False,False,False,True
0.98,514.5,294.0,110.25,7.0,0.25,30.2,1.75,3601.5,3.4404180948154366,0,False,False,True,False,False,False,False,True
0.9,563.5,318.5,122.5,7.0,0.25,32.25,1.7692307692307692,3944.5,3.504054767101863,0,False,False,False,False,False,False,False,True
0.9,563.5,318.5,122.5,7.0,0.25,32.0,1.7692307692307692,3944.5,3.4965075614664802,0,True,False,False,False,False,False,False,True
0.9,563.5,318.5,122.5,7.0,0.25,37.19,1.7692307692307692,3944.5,3.6425737012374246,0,False,True,False,False,False,False,False,True
0.9,563.5,318.5,122.5,7.0,0.25,35.62,1.7692307692307692,3944.5,3.6005945392463645,0,False,False,True,False,False,False,False,True
0.86,588.0,294.0,147.0,7.0,0.25,28.02,2.0,4116.0,3.367985247456042,0,False,False,False,False,False,False,False,True
0.86,588.0,294.0,147.0,7.0,0.25,29.43,2.0,4116.0,3.4154289639088797,0,True,False,False,False,False,False,False,True
0.86,588.0,294.0,147.0,7.0,0.25,34.15,2.0,4116.0,3.5596246182566738,0,False,True,False,False,False,False,False,True
0.86,588.0,294.0,147.0,7.0,0.25,33.47,2.0,4116.0,3.540089380528774,0,False,False,True,False,False,False,False,True
0.82,612.5,318.5,147.0,7.0,0.25,26.53,1.9230769230769231,4287.5,3.315276319154516,0,False,False,False,False,False,False,False,True
0.82,612.5,318.5,147.0,7.0,0.25,26.08,1.9230769230769231,4287.5,3.298795448044074,0,True,False,False,False,False,False,False,True
0.82,612.5,318.5,147.0,7.0,0.25,29.31,1.9230769230769231,4287.5,3.4114776910697118,0,False,True,False,False,False,False,False,True
0.82,612.5,318.5,147.0,7.0,0.25,28.14,1.9230769230769231,4287.5,3.3721118007670587,0,False,False,True,False,False,False,False,True
0.79,637.0,343.0,147.0,7.0,0.25,37.54,1.8571428571428572,4459.0,3.6516966629862204,0,False,False,False,False,False,False,False,True
0.79,637.0,343.0,147.0,7.0,0.25,36.66,1.8571428571428572,4459.0,3.628598523229006,0,True,False,False,False,False,False,False,True
0.79,637.0,343.0,147.0,7.0,0.25,45.28,1.8571428571428572,4459.0,3.834709902325476,0,False,True,False,False,False,False,False,True
0.79,637.0,343.0,147.0,7.0,0.25,43.73,1.8571428571428572,4459.0,3.8006444174447567,0,False,False,True,False,False,False,False,True
0.76,661.5,416.5,122.5,7.0,0.25,36.93,1.588235294117647,4630.5,3.6357423557008075,0,False,False,False,False,False,False,False,True
0.76,661.5,416.5,122.5,7.0,0.25,37.01,1.588235294117647,4630.5,3.6378492830011573,0,True,False,False,False,False,False,False,True
0.76,661.5,416.5,122.5,7.0,0.25,35.73,1.588235294117647,4630.5,3.6035938598315758,0,False,True,False,False,False,False,False,True
0.76,661.5,416.5,122.5,7.0,0.25,36.15,1.588235294117647,4630.5,3.6149637711637683,0,False,False,True,False,False,False,False,True
0.74,686.0,245.0,220.5,3.5,0.25,14.48,2.8,2401.0,2.739548868161581,0,False,False,False,False,False,False,False,True
0.74,686.0,245.0,220.5,3.5,0.25,14.58,2.8,2401.0,2.7459880404426023,0,True,False,False,False,False,False,False,True
0.74,686.0,245.0,220.5,3.5,0.25,14.81,2.8,2401.0,2.7606426512213806,0,False,True,False,False,False,False,False,True
0.74,686.0,245.0,220.5,3.5,0.25,14.03,2.8,2401.0,2.710048203764883,0,False,False,True,False,False,False,False,True
0.71,710.5,269.5,220.5,3.5,0.25,15.27,2.6363636363636362,2486.75,2.7893229212309465,0,False,False,False,False,False,False,False,True
0.71,710.5,269.5,220.5,3.5,0.25,14.71,2.6363636363636362,2486.75,2.75429745226753,0,True,False,False,False,False,False,False,True
0.71,710.5,269.5,220.5,3.5,0.25,15.23,2.6363636363636362,2486.75,2.7868613815264998,0,False,True,False,False,False,False,False,True
0.71,710.5,269.5,220.5,3.5,0.25,14.97,2.6363636363636362,2486.75,2.770711962226921,0,False,False,True,False,False,False,False,True
0.69,735.0,294.0,220.5,3.5,0.25,15.14,2.5,2572.5,2.7813006628418027,0,False,False,False,False,False,False,False,True
0.69,735.0,294.0,220.5,3.5,0.25,14.97,2.5,2572.5,2.770711962226921,0,True,False,False,False,False,False,False,True
0.69,735.0,294.0,220.5,3.5,0.25,15.22,2.5,2572.5,2.7862450486872667,0,False,True,False,False,False,False,False,True
0.69,735.0,294.0,220.5,3.5,0.25,14.6,2.5,2572.5,2.747270914255491,0,False,False,True,False,False,False,False,True
0.66,759.5,318.5,220.5,3.5,0.25,15.83,2.3846153846153846,2658.25,2.8231630082027146,0,False,False,False,False,False,False,False,True
0.66,759.5,318.5,220.5,3.5,0.25,16.03,2.3846153846153846,2658.25,2.834976494674597,0,True,False,False,False,False,False,False,True
0.66,759.5,318.5,220.5,3.5,0.25,15.8,2.3846153846153846,2658.25,2.8213788864092133,0,False,True,False,False,False,False,False,True
0.66,759.5,318.5,220.5,3.5,0.25,16.06,2.3846153846153846,2658.25,2.836736542063533,0,False,False,True,False,False,False,False,True
0.64,784.0,343.0,220.5,3.5,0.25,20.13,2.2857142857142856,2744.0,3.0506938316279655,0,False,False,False,False,False,False,False,True
0.64,784.0,343.0,220.5,3.5,0.25,20.01,2.2857142857142856,2744.0,3.044998514856909,0,True,False,False,False,False,False,False,True
0.64,784.0,343.0,220.5,3.5,0.25,20.19,2.2857142857142856,2744.0,3.0535293722802077,0,False,True,False,False,False,False,False,True
0.64,784.0,343.0,220.5,3.5,0.25,20.29,2.2857142857142856,2744.0,3.058237478905388,0,False,False,True,False,False,False,False,True
0.62,808.5,367.5,220.5,3.5,0.25,15.19,2.2,2829.75,2.7843937676895436,0,False,False,False,False,False,False,False,True
0.62,808.5,367.5,220.5,3.5,0.25,14.61,2.2,2829.75,2.7479117345273405,0,True,False,False,False,False,False,False,True
0.62,808.5,367.5,220.5,3.5,0.25,14.61,2.2,2829.75,2.7479117345273405,0,False,True,False,False,False,False,False,True
0.62,808.5,367.5,220.5,3.5,0.25,14.75,2.2,2829.75,2.7568403652716422,0,False,False,True,False,False,False,False,True
0.98,514.5,294.0,110.25,7.0,0.4,33.37,1.75,3601.5,3.5371840908617425,1,False,False,False,True,False,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,33.34,1.75,3601.5,3.5363108554693294,1,True,False,False,True,False,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,32.83,1.75,3601.5,3.521347982792617,1,False,True,False,True,False,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,33.04,1.75,3601.5,3.5275363037051735,1,False,False,True,True,False,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,39.28,1.7692307692307692,3944.5,3.6958550678503617,1,False,False,False,True,False,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,36.38,1.7692307692307692,3944.5,3.6211358020274167,1,True,False,False,True,False,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,35.92,1.7692307692307692,3944.5,3.6087534096346516,1,False,True,False,True,False,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,40.99,1.7692307692307692,3944.5,3.737431494696102,1,False,False,True,True,False,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,35.99,2.0,4116.0,3.610647605844363,1,False,False,False,True,False,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,30.66,2.0,4116.0,3.4550540544528663,1,True,False,False,True,False,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,31.7,2.0,4116.0,3.4873750779032076,1,False,True,False,True,False,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,36.73,2.0,4116.0,3.6304555339762192,1,False,False,True,True,False,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,31.71,1.9230769230769231,4287.5,3.4876808415502927,1,False,False,False,True,False,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,29.13,1.9230769230769231,4287.5,3.40552135314221,1,True,False,False,True,False,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,28.99,1.9230769230769231,4287.5,3.4008639927609177,1,False,True,False,True,False,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,33.54,1.9230769230769231,4287.5,3.5421180727185324,1,False,False,True,True,False,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,45.29,1.8571428571428572,4459.0,3.834925955043179,1,False,False,False,True,False,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,39.07,1.8571428571428572,4459.0,3.6906279246480533,1,True,False,False,True,False,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,38.35,1.8571428571428572,4459.0,3.6724959748634123,1,False,True,False,True,False,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,46.94,1.8571428571428572,4459.0,3.869950229006238,1,False,False,True,True,False,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,39.55,1.588235294117647,4630.5,3.702535780561422,1,False,False,False,True,False,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,40.85,1.588235294117647,4630.5,3.7340917969354845,1,True,False,False,True,False,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,40.63,1.588235294117647,4630.5,3.728821061206884,1,False,True,False,True,False,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,39.48,1.588235294117647,4630.5,3.70080802497921,1,False,False,True,True,False,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,16.94,2.8,2401.0,2.88703285663065,1,False,False,False,True,False,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,17.25,2.8,2401.0,2.9041650800285006,1,True,False,False,True,False,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,17.03,2.8,2401.0,2.8920370372152258,1,False,True,False,True,False,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,17.25,2.8,2401.0,2.9041650800285006,1,False,False,True,True,False,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.1,2.6363636363636362,2486.75,2.89591193827178,1,False,False,False,True,False,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.51,2.6363636363636362,2486.75,2.9183111265854063,1,True,False,False,True,False,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.12,2.6363636363636362,2486.75,2.8970163006148333,1,False,True,False,True,False,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.47,2.6363636363636362,2486.75,2.9161477942111484,1,False,False,True,True,False,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,16.5,2.5,2572.5,2.8622008809294686,1,False,False,False,True,False,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,17.0,2.5,2572.5,2.8903717578961645,1,True,False,False,True,False,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,16.87,2.5,2572.5,2.8831233291713367,1,False,True,False,True,False,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,17.2,2.5,2572.5,2.9014215940827497,1,False,False,True,True,False,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,18.14,2.3846153846153846,2658.25,2.9517803860248084,1,False,False,False,True,False,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,18.03,2.3846153846153846,2658.25,2.946016681308058,1,True,False,False,True,False,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,18.14,2.3846153846153846,2658.25,2.9517803860248084,1,False,True,False,True,False,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,17.95,2.3846153846153846,2658.25,2.9418039315284354,1,False,False,True,True,False,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,22.72,2.2857142857142856,2744.0,3.1663185741295248,1,False,False,False,True,False,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,22.73,2.2857142857142856,2744.0,3.166740070447672,1,True,False,False,True,False,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,22.72,2.2857142857142856,2744.0,3.1663185741295248,1,False,True,False,True,False,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,22.53,2.2857142857142856,2744.0,3.158276202739271,1,False,False,True,True,False,False,False,False
0.62,808.5,367.5,220.5,3.5,0.4,17.2,2.2,2829.75,2.9014215940827497,1,False,False,False,True,False,False,False,False
0.62,808.5,367.5,220.5,3.5,0.4,17.21,2.2,2829.75,2.9019708937395166,1,True,False,False,True,False,False,False,False
0.62,808.5,367.5,220.5,3.5,0.4,17.15,2.2,2829.75,2.8986705607108596,1,False,True,False,True,False,False,False,False
0.62,808.5,367.5,220.5,3.5,0.4,17.2,2.2,2829.75,2.9014215940827497,1,False,False,True,True,False,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,32.96,1.75,3601.5,3.5251833614431467,1,False,False,False,False,True,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,33.13,1.75,3601.5,3.530176762918616,1,True,False,False,False,True,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,33.94,1.75,3601.5,3.5536323047059106,1,False,True,False,False,True,False,False,False
0.98,514.5,294.0,110.25,7.0,0.4,33.78,1.75,3601.5,3.549042508926137,1,False,False,True,False,True,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,38.35,1.7692307692307692,3944.5,3.6724959748634123,1,False,False,False,False,True,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,35.39,1.7692307692307692,3944.5,3.5942940116240685,1,True,False,False,False,True,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,34.94,1.7692307692307692,3944.5,3.581850881355413,1,False,True,False,False,True,False,False,False
0.9,563.5,318.5,122.5,7.0,0.4,40.66,1.7692307692307692,3944.5,3.729541435832826,1,False,False,True,False,True,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,35.48,2.0,4116.0,3.5967641652061304,1,False,False,False,False,True,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,30.53,2.0,4116.0,3.4509394735569696,1,True,False,False,False,True,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,32.28,2.0,4116.0,3.5049566159530077,1,False,True,False,False,True,False,False,False
0.86,588.0,294.0,147.0,7.0,0.4,36.86,2.0,4116.0,3.633895145781177,1,False,False,True,False,True,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,30.34,1.9230769230769231,4287.5,3.444895236927875,1,False,False,False,False,True,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,27.93,1.9230769230769231,4287.5,3.3648791189880436,1,True,False,False,False,True,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,28.95,1.9230769230769231,4287.5,3.3995293245614584,1,False,True,False,False,True,False,False,False
0.82,612.5,318.5,147.0,7.0,0.4,32.92,1.9230769230769231,4287.5,3.5240048109237025,1,False,False,True,False,True,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,45.59,1.8571428571428572,4459.0,3.8413859258287055,1,False,False,False,False,True,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,39.41,1.8571428571428572,4459.0,3.6990772790903823,1,True,False,False,False,True,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,38.84,1.8571428571428572,4459.0,3.6848714327163976,1,False,True,False,False,True,False,False,False
0.79,637.0,343.0,147.0,7.0,0.4,48.03,1.8571428571428572,4459.0,3.892432355663142,1,False,False,True,False,True,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,39.48,1.588235294117647,4630.5,3.70080802497921,1,False,False,False,False,True,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,40.4,1.588235294117647,4630.5,3.7232808808312687,1,True,False,False,False,True,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,40.47,1.588235294117647,4630.5,3.7249702742582897,1,False,True,False,False,True,False,False,False
0.76,661.5,416.5,122.5,7.0,0.4,39.7,1.588235294117647,4630.5,3.7062280924485496,1,False,False,True,False,True,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,16.43,2.8,2401.0,2.8581928595319295,1,False,False,False,False,True,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,16.93,2.8,2401.0,2.8864752876170416,1,True,False,False,False,True,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,16.99,2.8,2401.0,2.8898160479624417,1,False,True,False,False,True,False,False,False
0.74,686.0,245.0,220.5,3.5,0.4,17.03,2.8,2401.0,2.8920370372152258,1,False,False,True,False,True,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,16.77,2.6363636363636362,2486.75,2.87751164216656,1,False,False,False,False,True,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.37,2.6363636363636362,2486.75,2.9107188992270343,1,True,False,False,False,True,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.27,2.6363636363636362,2486.75,2.9052603703899154,1,False,True,False,False,True,False,False,False
0.71,710.5,269.5,220.5,3.5,0.4,17.51,2.6363636363636362,2486.75,2.9183111265854063,1,False,False,True,False,True,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,16.44,2.5,2572.5,2.8587664184808337,1,False,False,False,False,True,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,17.01,2.5,2572.5,2.8909271591878647,1,True,False,False,False,True,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,17.23,2.5,2572.5,2.9030685886905716,1,False,True,False,False,True,False,False,False
0.69,735.0,294.0,220.5,3.5,0.4,17.22,2.5,2572.5,2.9025198918318122,1,False,False,True,False,True,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,17.85,2.3846153846153846,2658.25,2.93651291389402,1,False,False,False,False,True,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,17.89,2.3846153846153846,2658.25,2.9386326815134183,1,True,False,False,False,True,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,18.36,2.3846153846153846,2658.25,2.963209081848431,1,False,True,False,False,True,False,False,False
0.66,759.5,318.5,220.5,3.5,0.4,18.15,2.3846153846153846,2658.25,2.952302715626655,1,False,False,True,False,True,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,21.72,2.2857142857142856,2744.0,3.1232455938529506,1,False,False,False,False,True,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,22.07,2.2857142857142856,2744.0,3.138533072185662,1,True,False,False,False,True,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,22.09,2.2857142857142856,2744.0,3.139399623366404,1,False,True,False,False,True,False,False,False
0.64,784.0,343.0,220.5,3.5,0.4,21.93,2.2857142857142856,2744.0,3.132446096869813,1,False,False,True,False,True,False,False,False
0.62,808.5,367.5,220.5,3.5,0.4,17.36,2.2,2829.75,2.9101743851923443,1,False,False,False,False,True,False,False,False
0.62,808.5,367.5,220.5,3.5,0.4,17.38,2.2,2829.75,2.911263116927541,1,True,False,False,False,True,False,False,False
